id,title,ingredients,ingredients_normalized
90,*Apricot Salad,"['1 large pkg. apricot jello (6 oz.)', '2/3 c. sugar', '1 (8 oz.) pkg. cream cheese', '2 jars Junior baby food apricots', '1 (No. 2) can crushed pineapple (20 oz.)', '1 tall can evaporated milk, chilled and whipped', '2/3 c. water']","""['apricot jello', 'sugar', 'cream cheese', 'baby food apricots', 'crushed pineapple', 'evaporated milk', 'water']"""
91,Pound Cake,"['3 c. plain flour (cake flour may be substituted for plain flour)', '3 c. sugar', '1/2 tsp. baking powder', '3 dashes of salt', '5 eggs', '2 sticks margarine', '1/2 c. butter flavor Crisco', '1 c. sweet milk', '1 to 2 Tbsp. flavoring (lemon, vanilla or almond or a combination of the 3)']","""['flour', 'sugar', 'baking powder', 'salt', 'egg', 'margarine', 'butter', 'milk', 'flavoring']"""
92,Monkey Bread,"['2 loaves frozen bread, softened', '1/2 c. margarine', '1 c. brown sugar', '1 large box vanilla pudding (not instant)', '2 Tbsp. milk', 'cinnamon to taste']","""['bread', 'margarine', 'brown sugar', 'vanilla pudding', 'milk', 'cinnamon']"""
93,Chicken Roll-Ups,"['1 (8 oz.) can crescent rolls', '1 1/2 c. grated medium or sharp cheese', '1 hen, cooked and diced', '1 can cream of chicken soup', '1 1/2 c. milk']","""['crescent roll', 'cheese', 'chicken', 'cream of chicken soup', 'milk']"""
94,Beef And Spanish Rice Casserole,"['1 can Spanish rice', '1 can corned beef', '1 diced onion', '1/2 c. grated Cheddar cheese']","""['spanish rice', 'corned beef', 'onion', 'cheddar cheese']"""
95,Baked Beans,"['3 (1 lb.) cans pork and beans', '1/2 c. bell pepper, chopped', '1/2 c. onions, chopped', '3/4 c. catsup', '1/3 c. brown sugar, packed hard', '1 tsp. salt', '1/3 tsp. black pepper', '1 lb. ground beef', '1 Tbsp. oil']","""['pork and beans', 'bell pepper', 'onion', 'catsup', 'brown sugar', 'salt', 'black pepper', 'ground beef', 'oil']"""
96,Sweet-N-Sour Chicken,"['2 c. diced cooked chicken', '2 Tbsp. shortening', '1/2 c. onion (large chunks)', '2 c. carrot chunks', '1 1/4 c. water', '3 chicken bouillon cubes', '1/4 c. packed brown sugar', '2 Tbsp. cornstarch', '1/4 tsp. ginger', '1/4 c. catsup', '2 Tbsp. vinegar', '1 Tbsp. soy sauce', '1 c. green pepper (large chunks)', '8 oz. pineapple chunks']","""['chicken', 'shortening', 'onion', 'carrot', 'water', 'chicken bouillon', 'brown sugar', 'cornstarch', 'ginger', 'catsup', 'vinegar', 'soy sauce', 'green pepper', 'pineapple']"""
97,Ambrosia,"['8 to 10 juicy oranges, peeled and diced', '1 c. moist coconut', '1/2 c. pecans, chopped', '1/2 c. cherries, halved', '1/4 c. sugar', '1 c. orange juice']","""['orange', 'coconut', 'pecan', 'cherry', 'sugar', 'orange juice']"""
98,Crazy Peanut Butter Cookies,"['1 c. creamy peanut butter', '1 c. sugar', '1 egg']","""['peanut butter', 'sugar', 'egg']"""
99,Brickle Bars,"['1 box yellow cake mix', '2 eggs', '1/3 c. soft margarine', '1 can Eagle Brand milk', '1 c. pecans', '1/2 c. Bits O Brickle']","""['yellow cake mix', 'egg', 'soft margarine', 'milk', 'pecan', 'bits o brillke']"""
100,Pancakes,"['1 c. flour', '1 tsp. soda', '1 tsp. salt', '1 Tbsp. sugar', '1 egg', '3 Tbsp. margarine, melted', '1 c. buttermilk']","""['flour', 'baking soda', 'salt', 'sugar', 'egg', 'margarine', 'buttermilk']"""
101,Crustless Vegetable Ham Pie,"['1/4 c. butter', '1/4 lb. mushrooms, sliced', '1 garlic clove, minced', '1 medium zucchini, sliced thinly', '1/4 c. chopped onion', '1 c. diced, cooked ham', '4 eggs', '2 c. Ricotta cheese', '1 c. shredded Monterey Jack', '1 (10 oz.) pkg. frozen spinach, thawed and drained', '1/2 tsp. dill weed', 'salt and pepper']","""['butter', 'mushroom', 'garlic', 'zucchini', 'onion', 'ham', 'egg', 'ricotta', 'monterey jack', 'spinach', 'dill', 'salt', 'pepper']"""
102,Red Cabbage And Apples,"['1 c. red cabbage, finely chopped', '2 Tbsp. butter', '2 apples, finely sliced', '1 Tbsp. brown sugar', '1 Tbsp. vinegar']","""['cabbage', 'butter', 'apple', 'brown sugar', 'vinegar']"""
103,German Potato Salad,"['4 lb. potatoes, cooked', '6 slices bacon, diced', '1/2 c. sugar', '3 Tbsp. flour', '2 tsp. salt', '1/4 tsp. pepper', '1 c. cider vinegar', '1 c. water', '4 green onions, sliced']","""['potato', 'bacon', 'sugar', 'flour', 'salt', 'black pepper', 'cider vinegar', 'water', 'green onion']"""
104,Jan'S Winter Soup,"['2 Tbsp. butter', '2 medium onions, chopped', '1 lb. ground beef or turkey', '1 clove garlic, minced', '3 c. beef or chicken broth', '1 (28 oz.) can tomatoes, chopped', '1 c. diced potatoes', '3 carrots, chopped', '1 c. celery, chopped', '1 c. frozen green beans', '1 c. dry red wine', '1/2 tsp. basil', '1/4 tsp. thyme', 'salt and pepper to taste']","""['butter', 'onion', 'ground beef', 'turkey', 'beef broth', 'chicken broth', 'tomato', 'potato', 'carrot', 'celery', 'green bean', 'red wine', 'basil', 'thyme', 'salt', 'pepper']"""
105,Microwave Spice Tea,"['1 (1 lb. 2 oz.) jar Tang', '1 pkg. lemonade Kool Aid with sugar added', '2 c. sugar', '1 tsp. ground cloves', '2 tsp. cinnamon', '1/2 c. instant tea']","""['tang', 'lemonade kool aid', 'sugar', 'cloves', 'cinnamon', 'tea']"""
106,Barbecue Noodle Cheese Bake,"['1 can Manwich', '1 lb. hamburg', 'American cheese slices', 'noodles, cooked and drained']","""['manwich', 'hamburger', 'american cheese', 'noodle']"""
107,Cutout Cookie,"['1/2 c. shortening', '1/2 c. butter', '1 c. sugar', '2 eggs, beaten', '1 1/2 tsp. vanilla', '2 1/2 c. flour', '1 tsp. baking powder', '1/2 tsp. salt']","""['shortening', 'butter', 'sugar', 'egg', 'vanilla', 'flour', 'baking powder', 'salt']"""
108,Don Juan'S Sangria,"['1 lime, cut into wedges', '1 orange, cut into slices', '1/2 large apple, cut into thin wedges', '1/2 to 3/4 c. sugar', '1 bottle dry red Spanish wine', '1/4 c. brandy', '1/4 c. Triple Sec', 'club soda']","""['lime', 'orange', 'apple', 'sugar', 'wine', 'brandy', 'triple sec', 'soda']"""
109,Ranch Beef And Beans,"['1 lb. cooked, crumbled hamburger (drained)', '1 c. onion, chopped', '1 c. kidney beans, cooked and drained', '1 c. butter beans', '1 c. baked beans', '3/4 c. ketchup', '1 sm. can mild green chilies, chopped (opt.)', '1 TBSP prepared mustard', '1 tsp. beef bouillon', '1/2 c. water', '2 TBSP. honey', '2/3 c. bell pepper, chopped', '1 tsp. Worcestershire sauce', '1/2 tsp. garlic pwd']","""['hamburger', 'onion', 'kidney bean', 'butter bean', 'baked bean', 'ketchup', 'green chili', 'mustard', 'beef bouillon', 'water', 'honey', 'bell pepper', 'worcestershire sauce', 'garlic powder']"""
110,Crisp Oatmeal Cookies,"['4 c. quick cooking oats', '2 c. brown sugar, packed', '1 c. salad oil', '2 eggs, well beaten', '1/2 tsp. salt', '1 tsp. almond extract']","""['oat', 'brown sugar', 'oil', 'egg', 'salt', 'almond extract']"""
111,Souper Tuna Crunch,"['1 can Chinese noodles', '1 can Campbells cream of mushroom soup', '3/4 c. water', '1 (6 1/2 oz.) can Chicken of the Sea tuna, drained and broken in chunks', '1 c. cashews or peanuts', '1 c. chopped celery', '1/2 c. finely chopped onion', '1/2 c. cooked peas', 'soy sauce']","""['chinese noodles', 'cream of mushroom soup', 'water', 'tuna', 'cashews or peanuts', 'celery', 'onion', 'peas', 'soy sauce']"""
112,Cheese-Ham Ball,"['1/2 lb. Cheddar cheese, shredded', '1 (8 oz.) pkg. cream cheese', '1 small flat can deviled ham', '1 Tbsp. pimiento, chopped', 'approximately 1 Tbsp. dried parsley, soaked in water, then patted dry on paper towel', 'dash of Worcestershire sauce', '1/2 tsp. fresh minced onion']","""['cheddar cheese', 'cream cheese', 'deviled ham', 'pimiento', 'dried parsley', 'worcestershire sauce', 'onion']"""
113,Cheese Ball,"['2 (8 oz.) cream cheese', '2/3 can chopped black olives', '1 jar Armour dried beef', '4 green onions (tops and all)', '1/2 jar mushrooms']","""['cream cheese', 'chopped black olives', 'dried beef', 'green onion', 'mushroom']"""
114,Pasta Chicken Salad(268 Calories Per Serving),"['3 1/2 c. (8 oz.) large shells (uncooked)', '2 c. cubed, cooked chicken (light meat)', '2 c. fresh, raw broccoli flowerets', '2 c. fresh, raw cauliflower', '1 c. sliced carrots', '1 c. sliced green onions', '1/2 lb. fresh mushrooms, sliced', '1 c. (8 oz. bottle) reduced calorie creamy Italian salad dressing', '3/4 c. skim milk', 'salt and pepper to taste']","""['chicken', 'broccoli', 'cauliflower', 'carrot', 'green onion', 'mushroom', 'salad dressing', 'milk', 'pepper']"""
115,Zucchini-Artichoke Continental,"['1 (9 oz.) pkg. frozen artichoke hearts', '2 Tbsp. water', '3 medium zucchini (1 lb.), sliced 1/4-inch thick (4 c.)', '2 c. fresh mushrooms, halved', '2 Tbsp. finely chopped green onion', '2 cloves garlic, minced', '1 Tbsp. margarine or butter', '2 medium tomatoes, cut into wedges and seeded', '1/4 c. grated Parmesan cheese']","""['artichoke hearts', 'water', 'zucchini', 'mushroom', 'green onion', 'garlic', 'margarine', 'tomato', 'parmesan cheese']"""
116,Supreme Beef Casserole,"['1 lb. ground chuck', '1 tsp. shortening', '1 (16 oz.) can tomatoes', '1 (8 oz.) can tomato sauce', '2 tsp. salt', '2 tsp. sugar', '2 garlic cloves, crushed', '1 (5 oz.) pkg. egg noodles', '1 c. sour cream', '1 (3 oz.) pkg. cream cheese', '6 green onions or scallions, chopped (with tops)', '1 c. grated cheese']","""['ground chuck', 'shortening', 'tomatoes', 'tomato sauce', 'salt', 'sugar', 'garlic', 'egg noodles', 'sour cream', 'cream cheese', 'onion', 'cheese']"""
117,Chicken Salad,"['1 (12.5 oz.) can chunk white chicken', '2 c. chopped celery', '1 small pkg. slivered almonds', '1 c. water chestnuts', '1 c. white grapes', '1/2 tsp. salt', '1/8 tsp. pepper', '1 tsp. lemon juice', 'curry powder to caste', 'nonfat mayonnaise']","""['chicken', 'celery', 'almond', 'water chestnut', 'grape', 'salt', 'black pepper', 'lemon juice', 'curry powder', 'mayonnaise']"""
118,Chess Pie,"['1 stick margarine', '1 1/2 c. sugar', '1 Tbsp. meal', '1 Tbsp. vinegar', '4 eggs (add one at a time)', 'dash of salt', '1 tsp. vanilla']","""['margarine', 'sugar', 'meal', 'vinegar', 'egg', 'salt', 'vanilla']"""
119,Cold Spaghetti Salad,"['1 lb. vermicelli', '1 lb. fine chopped bell pepper', '2 small zucchini, finely chopped', '1 large purple onion, sliced thin', '1 large bottle Bernstien Italian dressing', '1/2 to 3/4 jar Schilling Salad Supreme seasoning']","""['vermicelli', 'bell pepper', 'zucchini', 'onion', 'italian dressing', 'salad supreme seasoning']"""
120,Cucumber Salad With Dill,"['2 cucumbers, sliced very thin', '1/3 c. white vinegar', '1 tsp. salt', '3 Tbsp. sugar', '1 large onion, sliced thin', 'fresh dill']","""['cucumber', 'white vinegar', 'salt', 'sugar', 'onion', 'dill']"""
121,Chicken Spaghetti,"['1 (13 oz.) can cooked chicken', '1 (10 oz.) can cream of mushroom soup', '1 (10 oz.) can cream of chicken soup', '1 (10 oz.) can Rotel tomatoes', '1 to 2 c. cheese of your choice', '1 (16 oz.) pkg. spaghetti', '1 Tbsp. steak seasoning']","""['chicken', 'cream of mushroom soup', 'cream of chicken soup', 'tomato', 'cheese', 'spaghetti', 'steak seasoning']"""
122,Cheese Ball,"['2 (8 oz.) cream cheese', '4 c. shredded sharp cheese', '1/3 c. mayonnaise', '1 tsp. Worcestershire sauce', '1/8 tsp. garlic salt', '1/8 tsp. celery salt', '1/8 tsp. onion salt', '1/2 c. chopped pimento', '1/4 c. chopped olives', '1/4 c. parsley flakes', '1/2 jar dried chipped beef']","""['cream cheese', 'shredded sharp cheese', 'mayonnaise', 'worcestershire sauce', 'garlic salt', 'celery salt', 'onion salt', 'pimento', 'olives', 'parsley', 'dried chipped beef']"""
123,Pistachio Salad,"['pistachio pie filling (instant)', '1 can crushed pineapple', '1 c. miniature marshmallows', '1/2 container Cool Whip (small)']","""['pistachio pie filling', 'pineapple', 'marshmallow', 'cool whip']"""
124,Good Sweet Muffins,"['1 egg', '1/2 c. milk', '1/4 c. vegetable oil', '1 1/2 c. flour', '1/2 c. sugar', '2 tsp. baking powder', '1/2 tsp. salt', '1 c. blueberries (optional)']","""['egg', 'milk', 'vegetable oil', 'flour', 'sugar', 'baking powder', 'salt', 'blueberries']"""
125,Vanilla Creme Dessert,"['1 c. flour', '1 stick margarine, melted', '1/2 c. crushed pecans', '1 large pkg. cream cheese', '1 large pkg. Cool Whip', '1 c. powdered sugar', '2 large pkg. instant vanilla pudding', '3 c. milk']","""['flour', 'margarine', 'pecan', 'cream cheese', 'cool whip', 'powdered sugar', 'vanilla pudding', 'milk']"""
126,St. Joseph'S Zeppole,"['1 c. water', '1/2 c. butter', '1 tsp. sugar', '1 c. all-purpose flour', '4 large eggs']","""['water', 'butter', 'sugar', 'flour', 'egg']"""
127,"""Corn ""Oysters""""","['1 can cream-style corn', '2 eggs', '1/2 tsp. grated onion', '8 to 10 finely rolled crackers', 'salt']","""['cream-style corn', 'egg', 'onion', 'cracker', 'salt']"""
128,Bright Party Beans,"['2 lb. ground beef', '1 pkg. dry onion mix', '1 (No. 3) can B & M beans', '2 (15 oz.) cans kidney beans', '2 (15 oz.) cans small yellow lima beans', '2 cans green baby lima beans', '1/2 c. dark brown sugar', '1/2 c. dark or light Karo syrup', '1 tsp. chili powder', '1 c. ketchup', '1 Tbsp. dry mustard', 'salt and pepper to taste']","""['ground beef', 'onion mix', 'bean', 'kidney bean', 'lima bean', 'dark brown sugar', 'karo syrup', 'chili powder', 'ketchup', 'mustard', 'salt', 'pepper']"""
129,Apricot Dessert,"['1 angel food cake, broken into pieces', '46 oz. apricot nectar', '1 1/4 c. sugar', '7 Tbsp. cornstarch', '1 c. chopped walnuts']","""['angel food cake', 'apricot nectar', 'sugar', 'cornstarch', 'walnut']"""
130,Honey Almond Squares,"['1 Duncan Hines white pudding cake mix', '1 (8 oz.) pkg. cream cheese (at room temperature)', '1/4 c. alfalfa honey', '3 to 4 oz. sliced almonds']","""['duncan hines white pudding cake mix', 'cream cheese', 'alfalfa honey', 'almond']"""
131,Chicken Casserole,"['1/2 c. raw rice', '1 can French onion soup', '1 can cream of chicken or chicken mushroom soup', '1 (4 oz.) can mushrooms', 'bite size pieces of 4 to 6 chicken thighs or any other chicken parts you wish to use']","""['rice', 'french onion soup', 'cream of chicken', 'cream of chicken mushroom', 'chicken']"""
132,Artichoke Dip,"['1 c. mayonnaise', '1 c. grated Parmesan or Romano cheese', '1 jar artichokes, drained and cut into small pieces']","""['mayonnaise', 'parmesan cheese', 'romano cheese', 'artichoke']"""
133,French Onion Soup,"['1/4 lb. butter', '2 1/2 lb. onions, sliced', '1 qt. beef stock (3 cans Campbells beef stock)', '1 qt. chicken stock (3 cans Campbells chicken stock)', '2 Tbsp. Worcestershire sauce', '1 bay leaf', '1 1/2 tsp. garlic salt', '1 tsp. black pepper (you may wish to use less)', 'salt to taste (you may not want any)']","""['butter', 'onion', 'beef stock', 'chicken stock', 'worcestershire sauce', 'bay leaf', 'garlic salt', 'black pepper', 'salt']"""
134,Apple Pie,"['6 to 7 apples, sliced', '1 c. sugar', '2 Tbsp. flour', '1 tsp. cinnamon', 'dash of salt and nutmeg']","""['apple', 'sugar', 'flour', 'cinnamon', 'salt', 'nutmeg']"""
135,Sloppy Joes,"['1 lb. hamburger', '1 c. ketchup', '3 Tbsp. Worcestershire sauce', '1 Tbsp. mustard', '2 Tbsp. sugar', 'salt and pepper to taste']","""['hamburger', 'ketchup', 'worcestershire sauce', 'mustard', 'sugar', 'pepper']"""
136,7-Up Cake,"['3 c. flour', '3 c. sugar', '5 eggs', '3 sticks real butter (preferably Land O Lakes)', '3 Tbsp. lemon flavor', '3/4 c. 7-Up', 'yellow food coloring (optional)']","""['flour', 'sugar', 'egg', 'butter', 'lemon flavor', '7-up', 'food coloring']"""
137,Corned Beef Dip,"['1 can corned beef', '1 (8 oz.) pkg. cream cheese', '2/3 c. mayonnaise', '1 c. chopped candied dill pickles', '2 Tbsp. chopped onion', '1/2 tsp. horseradish', '1 Tbsp. Worcestershire sauce', '2 tsp. Nance mustard', '3 Tbsp. pickle juice']","""['corned beef', 'cream cheese', 'mayonnaise', 'candied dill pickle', 'onion', 'horseradish', 'worcestershire sauce', 'mustard', 'pickle juice']"""
138,Chocolate Pie,"['2 c. sugar', '1/2 c. milk', '3 Tbsp. cocoa', '3 heaping Tbsp. flour', '3 egg yolks', '1 clump (2 Tbsp.) butter', '1 tsp. vanilla', '1 c. boiling water']","""['sugar', 'milk', 'cocoa', 'flour', 'egg yolk', 'butter', 'vanilla', 'water']"""
139,Tater Tot Casserole,"['1 (32 oz.) bag Tater Tots', '2 lb. ground beef', '1 chopped onion', '1 chopped bell pepper', '1 can cream of mushroom soup', '1 can cream of celery soup', '1 can cream of chicken soup', 'grated cheese']","""['tater tot', 'ground beef', 'onion', 'bell pepper', 'cream of mushroom soup', 'cream of celery soup', 'cream of chicken soup', 'cheese']"""
140,Blackberry Pie,"['3/4 c. sugar', '2 1/2 Tbsp. cornstarch', '1 c. water', '3 1/2 Tbsp. blackberry flavored gelatin', '4 c. fresh blackberries', '1 baked 9-inch pastry shell']","""['sugar', 'cornstarch', 'water', 'gelatin', 'blackberry', 'pastry shell']"""
141,Caramel Pie,"['16 oz. Cool Whip', '2 c. coconut', '3/4 margarine, melted', '1 c. slivered almonds, chopped fine', '1 can Eagle Brand milk', '3 graham cracker crusts', '8 oz. cream cheese', '1 jar caramel topping']","""['cool whip', 'coconut', 'margarine', 'almond', 'milk', 'graham cracker', 'cream cheese', 'caramel topping']"""
142,Dill Dip,"['3/4 c. Miracle Whip salad dressing', '1 c. sour cream', '1/2 Tbsp. minced onion', '1/2 Tbsp. parsley flakes', '1/2 Tbsp. dill weed']","""['miracle whip salad dressing', 'sour cream', 'onion', 'parsley', 'dill']"""
143,Broccoli Cornbread,"['1/2 chopped medium onion', '1 Tbsp. oil', '5 oz. frozen broccoli', '1/2 stick margarine', '1 pkg. Jiffy cornbread mix', '2 eggs', '6 oz. cottage cheese']","""['onion', 'oil', 'broccoli', 'margarine', 'cornbread mix', 'egg', 'cottage cheese']"""
144,Vegetable Soup,"['1 medium onion, diced', '1 potato, diced', '1 1/2 green sweet peppers, diced', '1/2 c. diced celery', '1 c. diced carrots', '1 c. small macaroni, cooked', '1 1/2 lb. ground turkey or beef', '14 oz. can French green beans', '1 large bay leaf', '1 tsp. Italian seasoning', '1 c. sweet peas', '1 can tomato juice']","""['onion', 'potato', 'pepper', 'celery', 'carrot', 'macaroni', 'ground turkey', 'ground beef', 'green bean', 'bay leaf', 'italian seasoning', 'pea', 'tomato juice']"""
145,Chocolate Peanut Butter Cake,"['1/4 c. cocoa', '2 sticks oleo', '2 c. flour', '2 c. sugar', '1 tsp. baking soda', 'dash of salt', '2 eggs', '1 tsp. vanilla', '1 c. water', '1/2 c. buttermilk']","""['cocoa', 'oleo', 'flour', 'sugar', 'baking soda', 'salt', 'egg', 'vanilla', 'water', 'buttermilk']"""
146,Magic Cookie Bars,"['1/2 c. butter', '1 1/2 c. graham cracker crumbs', '1 (14 oz.) can Eagle Brand milk', '6 oz. semi-sweet chocolate chips', '1 (3 1/2 oz.) can flaked coconut (1 1/2 c.)', '1 c. chopped nuts']","""['butter', 'graham cracker', 'milk', 'chocolate', 'coconut', 'nuts']"""
147,Pecan Pralines,"['1 c. sugar', '1 c. packed brown sugar', '1/3 c. evaporated milk', '1/2 stick butter or margarine, softened', '1 1/2 c. pecans', '1 1/2 c. coconut']","""['sugar', 'brown sugar', 'evaporated milk', 'butter', 'pecan', 'coconut']"""
148,"""Chocolate ""Stuff""""","['1 large box instant chocolate pudding mix', '1 small bag vanilla wafers', '1 small tub Cool Whip', '1 small pkg. chopped pecans (about 1/2 c.)']","""['chocolate pudding mix', 'vanilla wafers', 'cool whip', 'chopped pecans']"""
149,Easy Chocolate Frosting,"['1 1/3 c. white sugar', '6 Tbsp. butter', '6 Tbsp. milk', '1/2 c. chocolate chips', '1/2 tsp. vanilla']","""['sugar', 'butter', 'milk', 'chocolate chips', 'vanilla']"""
