id,title,ingredients,directions,link,source,ner
551222,White Sugar Cookies,"{1 c. Crisco,1 c. sugar,2 eggs,3 c. flour,3 Tbsp. milk,1 tsp. soda,1 tsp. vanilla,1 tsp. salt}","{""Cream shortening, sugar and eggs."",Sift all dry ingredients together.,Add dry ingredients to creamed mixture.,Add milk and vanilla.,""Mix well, then chill."",Roll out thick and cut.,Bake at 350u00b0 for 10 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=748424,Gathered,"{Crisco,sugar,eggs,flour,milk,soda,vanilla,salt}"
551223,Lemon Coconut Bars,"{1 c. flour,1/2 c. butter,1/4 c. powdered sugar,2 eggs,1 c. sugar,3 Tbsp. lemon juice,2 Tbsp. flour,1 c. flaked coconut,powdered sugar,pinch of salt}","{""Mix the cup of flour, butter and powdered sugar as for pie crust."",""Pat into an 8 x 8-inch pan, buttered."",Bake at 350u00b0 for 10 minutes.,Cool.}",www.cookbooks.com/Recipe-Details.aspx?id=742570,Gathered,"{flour,butter,powdered sugar,eggs,sugar,lemon juice,flour,flaked coconut,powdered sugar,salt}"
551224,Date Balls,"{2 Tbsp. butter,1 egg,1 c. sugar,1 lb. chopped dates,1 c. chopped pecans,2 c. Rice Krispies,coconut}","{""Put butter, egg and sugar in heavy skillet and cook over low heat until egg is cooked, stirring constantly."",Add dates and continue cooking and stirring until sugar from dates is dissolved. Remove from heat; add pecans and Rice Krispies.,Stir until completely mixed.,""Drop by teaspoons into coconut, form into ball.""}",www.cookbooks.com/Recipe-Details.aspx?id=376767,Gathered,"{butter,egg,sugar,dates,pecans,Rice Krispies,coconut}"
551225,Vegetable Dressing,"{2 c. sugar,1 c. catsup,1 Tbsp. salt,1 tsp. black pepper,1 Tbsp. grated onion,1 tsp. paprika,1 tsp. garlic salt,1 Tbsp. celery seed or 2 tsp. celery salt,2 c. Wesson oil,1 c. vinegar}","{Mix in a large bowl.,Beat 10 minutes.,Be careful not to underbeat.,This dressing will store in the refrigerator for several weeks.}",www.cookbooks.com/Recipe-Details.aspx?id=869672,Gathered,"{sugar,catsup,salt,black pepper,onion,paprika,garlic salt,celery,Wesson oil,vinegar}"
551226,Fresh Apple Bread,"{1 c. sugar,2 c. flour,2 eggs,""1/2 c. pecans, chopped"",""3 apples, chopped fine"",1/4 tsp. salt,1 tsp. soda,1 Tbsp. buttermilk,1/2 c. shortening}","{Cream sugar and shortening.,""Add beaten eggs, apples, flour, salt and soda together."",Add dry ingredients to creamed mixture. Add milk and vanilla.,Bake at 350u00b0 in greased loaf pan for 1 hour until done.}",www.cookbooks.com/Recipe-Details.aspx?id=674637,Gathered,"{sugar,flour,eggs,pecans,apples,salt,soda,buttermilk,shortening}"
551227,Cowboy Stew,"{6 slices bacon,1 c. sliced onion (1 large),1/2 c. chopped green pepper,""1 clove garlic, crushed"",1 1/2 lb. ground chuck or round,1 (1 lb. 13 oz.) tomatoes,1 tsp. salt,1/4 tsp. pepper,1 Tbsp. chili powder,""1 (12 oz.) can whole kernel corn, drained"",""1 can (about 1 lb.) red kidney beans, drained"",""2 c. cubed, pared potatoes""}","{Cook bacon until crisp; drain on paper towels.,Crumble; reserve.,""Saute onion, green pepper and garlic in bacon drippings until tender."",""Add ground beef; cook until well browned, breaking up with fork as it cooks."",""Add tomatoes, salt, pepper and chili powder."",Cover; simmer 30 minutes.,Add vegetables; simmer 15 minutes.,Sprinkle with bacon.,Makes 8 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=905721,Gathered,"{bacon,onion,green pepper,clove garlic,ground chuck,tomatoes,salt,pepper,chili powder,whole kernel corn,red kidney beans,potatoes}"
551229,Pumpkin Bread,"{4 eggs,3 c. sugar,1 c. vegetable oil,2 c. pumpkin,3 1/2 c. flour,1 tsp. salt,1 tsp. cinnamon,1 tsp. ground cloves,1 tsp. nutmeg,2 tsp. baking soda,1/3 c. hot water,1 tsp. vanilla extract,1 tsp. orange extract,1 c. nuts}","{Mix all ingredients together in a large bowl.,Grease and flour a Bundt or angel food cake pan.,Bake for 1 hour at 350u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=885526,Gathered,"{eggs,sugar,vegetable oil,pumpkin,flour,salt,cinnamon,ground cloves,nutmeg,baking soda,water,vanilla extract,orange extract,nuts}"
551230,Cinnamon-Raisin Scone Sticks,"{2 1/2 c. Bisquick baking mix,1/2 c. raisins,1/2 c. skim milk,1/4 c. plain nonfat yogurt,1/2 tsp. ground cinnamon}","{Heat oven to 450u00b0.,Mix all ingredients until soft dough forms.,Turn onto surface dusted with baking mix.,Roll in baking mix to coat.,""Knead dough 5 times. Roll into rectangle, 10 x 6-inches."",Cut crosswise into ten 1-inch strips.,Place about 1-inch apart on ungreased cookie sheet. Bake 10 to 12 minutes or until golden brown.,Makes 10 sticks.}",www.cookbooks.com/Recipe-Details.aspx?id=1004898,Gathered,"{Bisquick baking mix,raisins,milk,nonfat yogurt,ground cinnamon}"
551231,Hush Puppies,"{2 c. corn meal,1/2 c. water,1 1/2 c. milk,2 tsp. salt,""1 medium onion, diced""}","{""Mix all ingredients; drop by teaspoon into hot deep fat, cook until golden brown."",Remove and drain on paper towels.}",www.cookbooks.com/Recipe-Details.aspx?id=293735,Gathered,"{corn meal,water,milk,salt,onion}"
551232,Garlic And Tomato Chicken,"{6 cloves garlic,""2 tsp. rosemary leaves, crumbled"",1 1/2 tsp. basil leaves,2 Tbsp. oil,""1 (28 oz.) can tomatoes, diced (with juice)"",3/4 c. ketchup,1/4 c. white vinegar,1 Tbsp. brown sugar,4 boneless chicken breasts,salt and pepper,cornstarch}","{""In skillet, saute in oil the garlic and spices for about 2 to 3 minutes. Stir in remaining ingredients except chicken."",""Bring this to a boil, then cover and turn down heat to simmer for 50 minutes. Thicken with cornstarch and water, if"",desired.}",www.cookbooks.com/Recipe-Details.aspx?id=927098,Gathered,"{garlic,rosemary,basil,oil,tomatoes,ketchup,white vinegar,brown sugar,chicken breasts,salt,cornstarch}"
551233,Easy Pie Crust,"{2 c. flour,1 tsp. salt,1 1/4 c. Crisco,5 Tbsp. water (cold),1 Tbsp. vinegar,""1 egg, beaten""}","{Cut Crisco into flour and salt; mix.,Add water and vinegar. Add egg.,Add to flour mixture (may not take off the liquid if its a wet day).,Stir only enough to form into a ball.,Divide into 3 balls.,Chill overnight.,Bake at 425u00b0.,Makes 3 pie crusts.,This dough may be frozen and used as needed.}",www.cookbooks.com/Recipe-Details.aspx?id=470968,Gathered,"{flour,salt,Crisco,water,vinegar,egg}"
551234,Shrimp And Pasta(Serves 4),"{1 c. sliced mushrooms,1/2 c. chopped onion,""2 cloves garlic, chopped"",1 tsp. basil,2 Tbsp. olive oil,1/2 c. water,2 Tbsp. lemon juice,2 tsp. chicken instant bouillon,1 lb. medium shrimp,1 c. chopped green pepper*,""1 large tomato, chopped*"",""1/2 lb. spaghetti, cooked"",2 Tbsp. Parmesan cheese}",{*You may substitute your favorite vegetables in place of tomato and/or pepper.},www.cookbooks.com/Recipe-Details.aspx?id=986089,Gathered,"{mushrooms,onion,garlic,basil,olive oil,water,lemon juice,chicken instant bouillon,shrimp,green pepper,tomato,Parmesan cheese}"
551235,Chocolate Mint Snow-Top Cookies,"{1 1/2 c. all-purpose flour,1 1/2 tsp. baking powder,1/4 tsp. salt,""1 1/2 c. mint flavored, semi-sweet morsels, divided (10 oz. pkg.)"",1 stick butter or margarine,1 c. sugar,1 1/2 tsp. vanilla extract,2 eggs,confectioners sugar}","{""In a small bowl, combine flour, baking powder and salt; set aside."",Melt 1 cup of chocolate morsels; set aside.,""In a large bowl, beat sugar and butter until fluffy."",Beat in melted chocolate and vanilla extract.,Beat in eggs.,Gradually beat in the flour mixture.,Stir in remaining 1/2 cup mint chocolate morsels.,""Wrap dough in plastic wrap; freeze until firm, about 20 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=958251,Gathered,"{flour,baking powder,salt,mint,butter,sugar,vanilla extract,eggs,confectioners sugar}"
551236,Pumpkin Bread,"{3 1/3 c. all-purpose flour,3 c. sugar,1 1/2 c. pumpkin,4 eggs,1 c. oil,1 1/2 tsp. salt,2 tsp. soda,1 tsp. cinnamon,2/3 c. water}","{""Mix together oil and sugar; add eggs, one at a time."",""Sift together flour, salt and soda."",Add to egg mixture.,Add water and cinnamon.,Stir in pumpkin.,Mix well.}",www.cookbooks.com/Recipe-Details.aspx?id=1020494,Gathered,"{flour,sugar,pumpkin,eggs,oil,salt,soda,cinnamon,water}"
551237,Pizza Cups,"{1 to 3 cans refrigerated biscuits (Pillsbury buttermilk),spaghetti or pizza sauce,grated Mozzarella cheese,meat,vegetables (optional)}","{Separate biscuits into sections.,Put each piece of dough into greased cupcake tin and form it to shape of pan.,""Put 1 tablespoon sauce, then add meat and/or vegetables."",Bake at 450u00b0 for 8 to 10 minutes until crust is golden brown.,Serve hot.}",www.cookbooks.com/Recipe-Details.aspx?id=207536,Gathered,"{buttermilk,pizza sauce,Mozzarella cheese,meat,vegetables}"
551238,Decorator Icing,"{2 lb. powdered sugar,1/4 tsp. salt,1/2 c. tap water,1 tsp. flavoring (vanilla),1 c. Crisco}","{Dissolve salt in water in large mixing bowl.,""Add vanilla, Crisco and sifted powdered sugar in a little at a time, stirring with mixer after each addition."",""When all the sugar is in, blend on slow speed of mixer for 10 minutes to make a smooth icing.""}",www.cookbooks.com/Recipe-Details.aspx?id=375381,Gathered,"{powdered sugar,salt,water,Crisco}"
551239,Jello Spritz Cookies,"{4 c. flour,1 tsp. baking powder,1 1/2 c. butter,1 c. sugar,1 small pkg. jello,1 egg,1 tsp. vanilla}","{Sift flour with baking soda.,In separate bowl cream butter. Gradually add sugar and dry jello.,Cream well after additions. Add eggs and vanilla. Beat well.,Gradually add flour.,Force through cookie press onto ungreased sheet.}",www.cookbooks.com/Recipe-Details.aspx?id=791699,Gathered,"{flour,baking powder,butter,sugar,jello,egg,vanilla}"
551240,Easy Fruit Crisp,"{1 can (21 oz.) cherry pie filling,""1 can (8 oz.) crushed pineapple, undrained"",1 pkg. yellow cake mix,""1/2 c. butter or oleo, melted""}","{Heat oven to 350u00b0.,""Spread pie filling and pineapple in ungreased rectangular pan, 13x9x2 inches."",Stir together dry cake mix and oleo in large bowl until crumbly.,Sprinkle evenly over fruit.,Bake 35-40 minutes or until light brown.,Yield:,16 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=14517,Gathered,"{cherry pie filling,pineapple,yellow cake mix,butter}"
551241,Brownies,"{1 1/2 c. flour,2 c. sugar,10 Tbsp. cocoa,1 tsp. salt,4 eggs,1 c. shortening,2 tsp. vanilla,1/2 c. chopped nuts}","{Put all ingredients in bowl and beat 3 minutes or until well blended.,Put in a greased 9 x 13-inch pan and bake at 350u00b0 for 25 to 30 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=362312,Gathered,"{flour,sugar,cocoa,salt,eggs,shortening,vanilla,nuts}"
551242,Egg Souffle Breakfast,"{1/4 c. butter or margarine,8 to 12 eggs,1 c. cottage cheese,3/4 c. milk,""1/2 c. onions, chopped"",""1/2 c. green pepper, chopped"",""1/2 c. mushrooms, sliced"",1 (5 oz.) pkg. shredded Cheddar cheese,""1 pkg. sausage, cut up""}","{""Saute onion, green pepper and mushrooms in a small amount of butter."",Cool.,Melt butter in baking dish.,""In blender, mix eggs, cottage cheese and milk."",Pour into baking dish.,Top with sauteed vegetables and sausage.,Bake for 15 minutes at 350u00b0.,Sprinkle with Cheddar cheese and bake for another 15 minutes.,""If still runny in center, bake for an additional 10 minutes."",Makes 6 to 8 servings.,""Use a 12 x 8-inch pan for 8 large eggs, and a 13 x 9-inch pan for 12 large eggs.""}",www.cookbooks.com/Recipe-Details.aspx?id=204098,Gathered,"{butter,eggs,cottage cheese,milk,onions,green pepper,mushrooms,Cheddar cheese,sausage}"
551243,Fish Baked Over Rice,"{Boneless fish fillets-enough to feed your crew.,Rice-uncooked,Seasonings}","{In 9x13 baking pan (spray with Pam) put rice (anywhere from 1 cup to 4 cups).,Put in water at twice the amount of rice.,Spread out rice after pouring the water in. Lay the fish on top. Put a few pats of butter around on it and season with your favorite flavors or just a little salt and pepper.,Wrap the top of the pan tight with foil.,Put the pan on a cookie sheet and put in the oven.,Bake at 350u00b0 F.,""for about an hour, more or less, depending on how much rice.""}",www.cookbooks.com/Recipe-Details.aspx?id=856946,Gathered,{}
551244,Pecan Pie,"{1 c. pecans,1 c. sugar,1/2 c. dark Karo,3 beaten eggs,1/4 c. melted butter,1 tsp. vanilla,1 (9-inch) unbaked shell}","{Mix all ingredients well.,Pour into unbaked pie shell.,""Bake for 1 hour at 350u00b0, or until knife inserted comes out clean.""}",www.cookbooks.com/Recipe-Details.aspx?id=764532,Gathered,"{pecans,sugar,dark Karo,eggs,butter,vanilla,shell}"
551245,Mashed Potato Fudge,"{""1/3 c. mashed potatoes, cooled"",3 sq. chocolate,3 Tbsp. butter,1/8 tsp. salt,1 lb. confectioners sugar,1 tsp. vanilla}","{Melt chocolate and butter over hot water.,""Add mashed potatoes, salt and vanilla."",Mix thoroughly.,Blend in sugar. Knead until smooth and press into buttered 8-inch square pan. Cool.,Cut into squares.,Yields 1 1/4 pounds.}",www.cookbooks.com/Recipe-Details.aspx?id=589069,Gathered,"{mashed potatoes,chocolate,butter,salt,confectioners sugar,vanilla}"
551246,Fruit Cake,"{1 box graham crackers,1/2 box raisins,1 (8 oz.) box sugar coated dates,2 large pkg. pecans,""2 jars cherries, drained (3 oz. size)"",10 oz. marshmallows,1/2 can milk}","{""Beat crackers until fine. Put marshmallows and milk in double boiler. Let melt. Slowly add cracker crumbs and other ingredients. Refrigerate. After it has set up, it may be sliced and served. Pack into round tube pan.""}",www.cookbooks.com/Recipe-Details.aspx?id=43486,Gathered,"{graham crackers,raisins,sugar,pecans,jars cherries,marshmallows,milk}"
551247,Cheese Dip,"{8 oz. wedge Wispride cheese,1 tsp. Worcestershire sauce,3 to 4 oz. cream cheese,1/2 tsp. dry mustard,1/4 c. Port or sherry}","{Leave cheeses in bowl until very soft and creamy.,Mix together.,""Add Worcestershire and mustard, then add the Port or sherry very slowly."",Put in a crock and refrigerate.}",www.cookbooks.com/Recipe-Details.aspx?id=226217,Gathered,"{Wispride cheese,Worcestershire sauce,cream cheese,dry mustard,sherry}"
551248,Corn Pudding,"{1 (15 to 17 oz.) can whole kernel corn,""5 eggs, lightly beaten"",1/2 c. sugar,1 1/2 tsp. seasoned salt,1 tsp. dry minced onion,""1/2 c. butter or margarine, melted"",1 (17 oz.) can cream-style corn,4 Tbsp. cornstarch,1/2 tsp. dry mustard,1/2 c. milk}","{""Combine whole corn, cream-style corn and eggs."",""Mix sugar, cornstarch, salt, mustard and onion."",Add milk and butter and mix. Pour into greased 3-quart casserole.,""Bake in a 400u00b0 oven for 1 hour, stirring once.""}",www.cookbooks.com/Recipe-Details.aspx?id=393861,Gathered,"{whole kernel corn,eggs,sugar,salt,onion,butter,cream-style,cornstarch,dry mustard,milk}"
551249,Steak Pizzaiola Ala Bea,"{1/2 c. olive oil,1/4 c. butter,1 1/2 lb. top round,1/2 lb. mushrooms,1/2 large onion,2 garlic cloves,5 plum tomatoes,1/2 c. parsley flakes (preferably Italian),""1/2 tsp. oregano, salt and freshly ground pepper"",1 c. dry red wine,1/2 c. freshly grated Parmesan cheese}","{""Slice mushrooms, onion and garlic; chop tomatoes."",Trim meat and cut crosswise into very thin strips (3 x 1 1/2-inches).,Heat oil and butter in heavy skillet.,""Brown meat on all sides, remove to platters."",Saute mushrooms for 3 to 5 minutes.,Place over meat.,Saute onion and garlic in skillet.,Add tomatoes.,Stir in parsley and oregano.,Season.,Reduce heat and simmer 30 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=339186,Gathered,"{olive oil,butter,mushrooms,onion,garlic,tomatoes,parsley,oregano,red wine,freshly grated Parmesan cheese}"
551250,No Bake Cookies,"{2 c. sugar,1/4 c. margarine,1/2 c. cocoa,1/2 c. milk,1/2 c. peanut butter,1 tsp. vanilla,3 c. quick oats}","{Combine first 5 ingredients in saucepan; boil for 2 minutes. Remove from heat; add vanilla and oats.,Mix well.,Spoon onto foil.}",www.cookbooks.com/Recipe-Details.aspx?id=437707,Gathered,"{sugar,margarine,cocoa,milk,peanut butter,vanilla,oats}"
551251,Marinated Flank Steak,"{1 lb. flank steak,1/4 c. soy sauce,1/4 c. vegetable oil,2 Tbsp. vinegar,2 Tbsp. honey,1 Tbsp. peeled and grated fresh ginger root}","{""Score one side of steak, making shallow cuts in a crisscross pattern."",Place steak in a shallow dish or plastic bag.,Combine ingredients; pour over steak.,Cover and refrigerate for 1 to 3 days or at room temperature for up to 3 hours.,Grill over hot coals or broil 4 to 5 minutes each side.,Great served hot or cold.,Makes 4 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=171164,Gathered,"{flank steak,soy sauce,vegetable oil,vinegar,honey,ginger root}"
551252,Baked Pork Chops,"{1 egg,1 Tbsp. milk,1 tsp. grated cheese,""1/2 pkg. Ritz crackers, crushed (for crumbs)"",1/2 stick margarine}","{""Mix egg, milk and cheese together and set aside."",Crush the Ritz crackers.,""Dip pork chops in egg mixture, then roll in crumbs, cover both sides well."",""Put margarine in a pan, put the pan in a 350u00b0 preheated oven until margarine melts."",Add pork chops to pan in a single layer.,""(Small, halved and peeled potatoes may be added at this time also.)"",Bake in 350u00b0 oven for 30 minutes.,Turn chops and bake 30 minutes more.}",www.cookbooks.com/Recipe-Details.aspx?id=409849,Gathered,"{egg,milk,grated cheese,crackers,margarine}"
551253,Broccoli Casserole,"{2 pkg. frozen broccoli cuts,1 c. mayonnaise,""1 medium onion, chopped"",1 can cream of mushroom soup,2 c. shredded Cheddar cheese,1 egg}","{Cook frozen broccoli as directed on the package.,Drain any liquid.,Mix all ingredients in a 2-quart casserole dish.,Bake at 350u00b0 for 45 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=241533,Gathered,"{frozen broccoli cuts,mayonnaise,onion,cream of mushroom soup,Cheddar cheese,egg}"
551254,Baked Swiss Hamburger,"{2 lb. hamburger,3/4 c. breadcrumbs,salt and pepper,2 eggs,1/2 c. milk,flour,1 can mushroom soup,1 pkg. dry onion soup}","{""Mix hamburger, breadcrumbs, eggs and milk."",Pat out on cookie sheet or jelly roll pan.,Cover with waxed paper overnight.}",www.cookbooks.com/Recipe-Details.aspx?id=1054944,Gathered,"{hamburger,breadcrumbs,salt,eggs,milk,flour,mushroom soup,onion soup}"
