fdc_id,description,mapped_ingredient
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw","""pork"""
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised","""pork"""
167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled","""pork"""
167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted","""pork"""
167853,"Pork, fresh, spareribs, separable lean and fat, raw","""pork"""
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised","""pork"""
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked","""pork"""
167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered","""chitterlings"""
167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw","""pork"""
167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered","""pork"""
167859,"Pork, fresh, variety meats and by-products, feet, raw","""pork"""
167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised","""kidney"""
167861,"Pork, fresh, variety meats and by-products, leaf fat, raw","""pork"""
167862,"Pork, fresh, variety meats and by-products, liver, raw","""liver"""
167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised","""liver"""
167864,"Pork, fresh, variety meats and by-products, lungs, raw","""lungs"""
167865,"Pork, fresh, variety meats and by-products, spleen, raw","""spleen"""
167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised","""spleen"""
167867,"Pork, fresh, variety meats and by-products, stomach, raw","""pork"""
167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried","""pork"""
167869,"Canadian bacon, unprepared","""bacon"""
167870,"Pork, cured, feet, pickled","""pork"""
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted","""ham"""
167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted","""ham"""
167873,"Pork, cured, ham, patties, unheated","""ham"""
167874,"Pork, cured, ham, steak, boneless, extra lean, unheated","""ham"""
167875,"Pork, cured, ham, whole, separable lean and fat, unheated","""ham"""
167876,"Pork, cured, ham, whole, separable lean only, unheated","""ham"""
167877,"Pork, cured, separable fat (from ham and arm picnic), unheated","""pork"""
167878,"Pork, cured, separable fat (from ham and arm picnic), roasted","""pork"""
167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted","""pork"""
167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted","""pork"""
167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered","""pork"""
167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried","""pork"""
167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried","""pork"""
167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried","""pork"""
167885,"Pork, cured, ham, extra lean and regular, canned, unheated","""ham"""
167886,"Pork, cured, ham, extra lean and regular, canned, roasted","""ham"""
167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried","""pork"""
167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw","""pork"""
167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw","""pork"""
167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised","""pork"""
167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled","""pork"""
167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried","""pork"""
167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried","""pork"""
167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted","""pork"""
167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw","""pork"""
167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised","""pork"""
167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted","""pork"""
167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised","""pork"""
167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled","""pork"""
167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted","""pork"""
167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw","""pork"""
167902,"Pork, fresh, ground, raw","""pork"""
167903,"Pork, fresh, ground, cooked","""pork"""
167904,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled","""pork"""
167905,"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted","""pork"""
167906,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked","""pork"""
167907,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw","""pork"""
167908,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked","""pork"""
167909,"HORMEL, Cure 81 Ham","""ham"""
167910,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored","""pork tenderloin"""
167911,HORMEL Canadian Style Bacon,"""bacon"""
167912,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled","""pork"""
167913,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled","""pork"""
167914,"Pork, cured, bacon, cooked, baked","""bacon"""
167915,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted","""ham"""
167916,"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated","""ham"""
167917,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted","""ham"""
167918,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil","""ham"""
167919,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted","""ham"""
167920,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted","""ham"""
167921,"Pillsbury Grands, Buttermilk Biscuits, refrigerated dough","""biscuit dough"""
167922,"Heinz, Weight Watcher, Chocolate Eclair, frozen","""chocolate"""
167923,"Interstate Brands Corp, Wonder Hamburger Rolls","""hamburger"""
167924,"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes","""cookie crumbs"""
167925,"Crackers, cheese, sandwich-type with cheese filling","""cheese"""
167926,"Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)","""pancake"""
167927,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)","""pastries"""
167928,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)","""toaster pastries"""
167929,"Muffin, blueberry, commercially prepared, low-fat","""blueberry"""
167930,"Pie crust, refrigerated, regular, baked","""pie crust"""
167931,"Pie crust, deep dish, frozen, baked, made with enriched flour","""pie crust"""
167932,"Pie crust, refrigerated, regular, unbaked","""pie crust"""
167933,"Crackers, whole-wheat, reduced fat","""whole wheat cracker"""
167934,"Crackers, wheat, reduced fat","""wheat"""
167935,"Bread, pan dulce, sweet yeast bread","""yeast bread"""
167936,"Keikitos (muffins), Latino bakery item","""muffin mix"""
167937,"Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style","""cake mix"""
167938,"Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour","""rice flour"""
167939,"Garlic bread, frozen","""bread crumbs"""
167940,"Cinnamon buns, frosted (includes honey buns)","""cinnamon buns"""
167941,"Crackers, cheese, reduced fat","""cheese"""
167942,"Crackers, saltines, whole wheat (includes multi-grain)","""saltine crackers"""
167943,"Bread, potato","""potato"""
167944,"Bread, cheese","""cheese"""
167945,"Focaccia, Italian flatbread, plain","""focaccia"""
167946,"SCHIFF,TIGER'S MILK BAR","""milk bar"""
167947,"Candies, TOBLERONE, milk chocolate with honey and almond nougat","""milk chocolate"""
167948,"Snacks, corn-based, extruded, onion-flavor","""corn"""
167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor","""corn puffs"""
167950,"Snacks, KRAFT, CORNNUTS, plain","""cornnuts"""
167951,"Snacks, crisped rice bar, chocolate chip","""rice bar"""
167952,"Snacks, granola bars, hard, chocolate chip","""granola"""
167953,Fruit syrup,"""syrup"""
167954,"Snacks, granola bars, soft, uncoated, plain","""granola"""
167955,"Snacks, granola bars, soft, uncoated, peanut butter","""peanut butter"""
167956,"Topping, SMUCKER'S MAGIC SHELL","""magic shell"""
167957,"Syrup, fruit flavored","""syrup"""
167958,"Snacks, oriental mix, rice-based","""rice mix"""
167959,"Snacks, popcorn, air-popped","""popcorn"""
167960,"Snacks, popcorn, cheese-flavor","""popcorn"""
167961,"Snacks, pork skins, plain","""pork skin"""
167962,"Snacks, potato chips, barbecue-flavor","""potato chips"""
167963,"Snacks, potato chips, sour-cream-and-onion-flavor","""potato chip"""
167964,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel","""cheddar cheese pretzel"""
167965,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted","""pretzel"""
167966,"Snacks, rice cracker brown rice, plain","""brown rice"""
167967,"Snacks, rice cakes, brown rice, buckwheat","""rice cake"""
167968,"Snacks, trail mix, tropical","""trail mix"""
167969,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds","""trail mix"""
167970,"Snacks, tortilla chips, taco-flavor","""tortilla chips"""
167971,"Candies, TOOTSIE ROLL, chocolate-flavor roll","""chocolate"""
167972,"Candies, butterscotch","""butterscotch"""
167973,"Candies, carob, unsweetened","""carob"""
167974,"Candies, caramels","""caramel"""
167975,"Candies, CARAMELLO Candy Bar","""caramel"""
167976,"Candies, semisweet chocolate","""chocolate"""
167977,"Candies, sweet chocolate","""chocolate"""
167978,"Candies, sweet chocolate coated fondant","""chocolate"""
167979,"Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES","""almond"""
167980,"Candies, confectioner's coating, butterscotch","""butterscotch"""
167981,"Ice creams, french vanilla, soft-serve","""ice cream"""
167982,"Candies, YORK Peppermint Pattie","""peppermint"""
167983,"Candies, TWIZZLERS NIBS CHERRY BITS","""cherry bits"""
167984,"Candies, SYMPHONY Milk Chocolate Bar","""milk chocolate"""
167985,"Candies, 5TH AVENUE Candy Bar","""candy"""
167986,"Candies, fondant, prepared-from-recipe","""candy"""
167987,"Candies, fudge, chocolate, prepared-from-recipe","""chocolate"""
167988,"Candies, fudge, chocolate, with nuts, prepared-from-recipe","""chocolate"""
167989,"Candies, gumdrops, starch jelly pieces","""jelly"""
167990,"Candies, hard","""candy"""
167991,"Candies, jellybeans","""jellybean"""
167992,"Candies, KIT KAT Wafer Bar","""wafer"""
167993,"Candies, KRACKEL Chocolate Bar","""chocolate"""
167994,"Candies, MARS SNACKFOOD US, MARS Almond Bar","""almond"""
167995,"Candies, marshmallows","""marshmallow"""
167996,"Candies, halavah, plain","""halavah"""
167997,"Candies, NESTLE, OH HENRY! Bar","""candy"""
167998,"Puddings, chocolate, dry mix, instant, prepared with 2% milk","""chocolate pudding mix"""
167999,"Baking chocolate, mexican, squares","""baking chocolate"""
168000,Chocolate-flavored hazelnut spread,"""hazelnut spread"""
168001,"Candies, milk chocolate coated peanuts","""milk chocolate"""
168002,"Glutino, Gluten Free Wafers, Lemon Flavored","""gluten free wafers \u2192 wafer"""
168003,"Glutino, Gluten Free Wafers, Milk Chocolate","""milk chocolate"""
168004,"Mary's Gone Crackers, Original Crackers, Organic Gluten Free","""cracker crumbs"""
168005,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar","""cheddar"""
168006,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza","""cracker crumbs"""
168007,"Sage Valley, Gluten Free Vanilla Sandwich Cookies","""gluten free vanilla sandwich cookies \u2192 vanilla cookie"""
168008,"Schar, Gluten-Free, Classic White Rolls","""gluten-free roll"""
168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread","""bread"""
168010,"Udi's, Gluten Free, Classic French Dinner Rolls","""dinner rolls"""
168011,"Van's, Gluten Free, Totally Original Waffles","""waffle"""
168012,"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free","""cracker crumbs"""
168013,"Bread, multi-grain (includes whole-grain)","""bread"""
168014,"Cookies, animal crackers (includes arrowroot, tea biscuits)","""cookie crumbs"""
168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared","""sweet potato"""
168016,"Sweet Potato puffs, frozen, unprepared","""sweet potato"""
168017,"Mouse nuts, roots (Alaska Native)","""nut"""
168018,"Mouse nuts, seedlings (Alaska Native)","""nut"""
168019,Octopus (Alaska Native),"""octopus"""
168020,"Seal, bearded (Oogruk), meat, dried (Alaska Native)","""bearded seal meat"""
168021,"Fish, pike, northern, liver (Alaska Native)","""pike liver"""
168022,"Rhubarb, wild, leaves (Alaska Native)","""rhubarb"""
168023,"Fish, salmon, tipnuk, fermented (Alaska Native)","""salmon"""
168024,"Fish, salmon, king, chinook, kippered, canned (Alaska Native)","""salmon"""
168025,"Seal, ringed, meat (Alaska Native)","""meat"""
168026,"Seal, ringed, liver (Alaska Native)","""liver"""
168027,"Soup, fish, homemade (Alaska Native)","""fish"""
168028,"Sourdock, young leaves (Alaska Native)","""sourdock"""
168029,"Walrus, meat, raw (Alaska Native)","""meat"""
168030,"Walrus, meat and subcutaneous fat raw (Alaska Native)","""meat"""
168031,"Walrus, liver, raw (Alaska Native)","""liver"""
168032,"Oil, walrus (Alaska Native)","""walnut"""
168033,"Fish, whitefish, mixed species, raw (Alaska Native)","""fish"""
168034,"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)","""whitefish"""
168035,"Willow, leaves in oil (Alaska Native)","""willow leaves"""
168036,"Willow, young leaves, chopped (Alaska Native)","""willow leaves"""
168037,"Corn, white, steamed (Navajo)","""corn"""
168038,"Cornmeal, white (Navajo)","""cornmeal"""
168039,"Cornmeal, yellow (Navajo)","""cornmeal"""
168040,"Squash, Indian, raw (Navajo)","""squash"""
168041,"Tortilla, includes plain and from mutton sandwich (Navajo)","""tortilla"""
168042,"Stew, dumpling with mutton (Navajo)","""mutton"""
168043,"Stew, hominy with mutton (Navajo)","""hominy"""
168044,"Stew, mutton, corn, squash (Navajo)","""mutton squash"""
168045,"Fish, salmon, sockeye (red), raw (Alaska Native)","""salmon"""
168046,"Fish, Salmon, Chum, raw (Alaska Native)","""salmon"""
168047,"Fish, salmon, king (chinook), raw (Alaska Native)","""salmon"""
168048,"Salmonberries, raw (Alaska Native)","""salmonberry"""
168049,"Caribou, shoulder meat, dried (Alaska Native)","""beef"""
168050,"Caribou, hind quarter meat, raw (Alaska Native)","""beef"""
168051,"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)","""dried meat"""
168052,"Fish, whitefish, dried (Alaska Native)","""whitefish"""
168053,"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)","""bearded seal meat"""
168054,"Fish, salmon, chum, dried (Alaska Native)","""salmon"""
168055,"Elk, free range, ground, cooked patties (Shoshone Bannock)","""ground pork"""
168056,"Elk, free range, ground, raw (Shoshone Bannock)","""ground beef"""
168057,"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)","""beef"""
168058,"Chokecherries, raw, pitted (Shoshone Bannock)","""chokecherries"""
168059,"Steelhead trout, dried, flesh (Shoshone Bannock)","""trout"""
